Barcode 	 Correct reads 	 Corrected reads
A04C57B87D06N502	1	0
A04C58B06D32N502	1	0
A04C59B52D14N501	1	0
A04C59B54D78N502	1	0
A04C59B56D68N501	1	0
A04C60B33D09N501	1	0
A04C61B04D25N502	1	0
A04C61B65D21N502	1	0
A04C62B12D38N502	1	0
A04C62B20D30N502	1	0
A04C62B58D26N502	1	0
A04C62B58D91N501	1	0
A04C63B48D93N502	1	0
A04C64B08D92N502	1	0
A04C66B16D17N501	0	1
A04C66B34D43N502	1	0
A04C66B81D63N501	1	0
A04C67B07D27N502	1	0
A04C67B12D74N501	1	0
A04C68B48D51N502	1	0
A04C68B60D55N501	1	0
A04C68B69D12N501	1	0
A04C69B06D26N502	1	0
A04C69B57D18N501	1	0
A04C69B88D59N502	0	1
A04C71B36D54N502	1	0
A04C73B25D88N501	1	0
A04C73B45D61N502	1	0
A04C73B64D05N501	1	0
A04C73B95D80N502	1	0
A04C74B03D32N502	1	0
A04C74B10D78N502	1	0
A04C74B37D22N502	0	1
A04C74B61D01N501	1	0
A04C74B81D40N502	0	1
A04C74B86D62N502	1	0
A04C75B11D88N502	1	0
A04C75B73D05N502	1	0
A04C76B21D79N501	1	0
A04C76B21D94N502	1	0
A04C76B68D72N502	1	0
A04C76B85D50N501	0	1
A04C77B01D69N502	1	0
A04C77B26D35N502	1	0
A04C77B32D18N501	2	0
A04C78B13D62N501	1	0
A04C79B79D60N502	1	0
A04C80B06D81N502	1	0
A04C80B45D59N501	1	0
A04C80B62D53N501	1	0
A04C80B72D82N502	1	0
A04C80B94D64N501	1	0
A04C81B61D11N502	1	0
A04C81B79D77N501	1	0
A04C83B09D20N502	1	0
A04C83B23D76N502	1	0
A04C84B31D10N501	1	0
A04C85B05D29N502	1	0
A04C86B10D62N502	1	0
A04C86B67D53N501	1	0
A04C86B89D01N501	1	0
A04C87B38D18N502	1	0
A04C90B17D51N502	1	0
A04C91B39D37N502	1	0
A04C91B81D56N502	1	0
A04C91B90D23N502	1	0
A04C92B16D52N502	1	0
A04C92B56D14N501	1	0
A04C93B06D33N502	1	0
A04C93B38D37N502	1	0
A04C94B08D24N502	1	0
A04C95B05D28N501	1	0
A04C95B32D76N502	1	0
A04C96B09D29N501	1	0
A04C96B37D83N502	1	0
A05C02B11D89N502	1	0
A05C02B20D76N502	1	0
A05C02B43D79N502	1	0
A05C02B49D77N502	1	0
A05C02B61D42N502	0	1
A05C03B04D96N502	1	0
A05C03B06D26N501	1	0
A05C03B33D64N502	1	0
A05C03B51D55N502	1	0
A05C04B01D43N502	1	0
A05C06B05D14N502	1	0
A05C06B09D44N502	1	0
A05C06B17D33N502	1	0
A05C06B51D83N502	1	0
A05C06B62D51N502	1	0
A05C07B04D20N501	1	0
A05C07B15D81N502	1	0
A05C09B01D83N501	1	0
A05C10B03D34N501	1	0
A05C10B13D74N502	1	0
A05C10B26D07N502	1	0
A05C10B44D17N501	0	1
A05C10B55D29N502	1	0
A05C10B60D41N501	1	0
A05C10B65D48N502	1	0
A05C10B72D72N501	1	0
A05C10B90D70N502	1	0
A05C10B94D79N502	1	0
A05C11B06D35N502	1	0
A05C11B17D86N501	1	0
A05C11B79D17N502	1	0
A05C11B87D05N501	1	0
A05C11B94D25N502	1	0
A05C12B07D22N502	1	0
A05C12B10D91N502	1	0
A05C12B47D49N501	1	0
A05C12B61D56N501	0	1
A05C13B11D71N502	1	0
A05C13B21D49N501	1	0
A05C13B47D45N501	1	0
A05C14B37D26N502	1	0
A05C15B03D95N502	1	0
A05C16B10D75N502	1	0
A05C16B56D50N502	1	0
A05C16B95D82N502	1	0
A05C17B10D96N502	1	0
A05C17B37D07N501	1	0
A05C17B50D86N502	1	0
A05C17B59D29N502	1	0
A05C17B60D19N502	1	0
A05C18B30D56N502	1	0
A05C19B34D17N502	1	0
A05C19B94D56N501	1	0
A05C19B96D09N501	1	0
A05C20B29D05N501	1	0
A05C20B29D17N502	0	1
A05C20B38D14N502	1	0
A05C20B74D51N501	1	0
A05C20B89D92N502	1	0
A05C21B29D92N502	0	1
A05C21B30D93N502	1	0
A05C21B64D37N502	1	0
A05C22B61D38N502	1	0
A05C22B63D65N502	0	1
A05C22B83D29N501	1	0
A05C22B92D23N501	0	1
A05C24B67D21N502	1	0
A05C24B76D01N502	1	0
A05C24B89D67N502	1	0
A05C25B23D76P999	1	0
A05C25B47D35N501	1	0
A05C25B50D45N502	1	0
A05C25B64D78N502	1	0
A05C25B73D76N502	1	0
A05C25B94D83N502	0	1
A05C26B15D53N502	1	0
A05C26B39D16N501	1	0
A05C26B61D16N502	1	0
A05C26B70D93N502	1	0
A05C26B83D53N501	1	0
A05C26B84D63N502	1	0
A05C26B88D81N502	1	0
A05C27B03D04N502	1	0
A05C27B52D34N502	1	0
A05C27B72D21N502	1	0
A05C28B47D62N502	1	0
A05C28B74D26N502	1	0
A05C28B82D46N502	1	0
A05C29B45D03N502	1	0
A05C29B49D75N501	1	0
A05C29B50D10N502	1	0
A05C29B71D59N502	1	0
A05C29B93D19N502	1	0
A05C29B96D60N502	1	0
A05C30B19D85N502	1	0
A05C30B95D14N502	1	0
A05C31B39D82N502	1	0
A05C31B95D11N502	1	0
A05C32B93D50N502	1	0
A05C33B09D33N502	1	0
A05C33B15D24N502	1	0
A05C33B88D03N502	1	0
A05C34B05D51N502	1	0
A05C34B36D06N502	1	0
A05C34B40D55N501	1	0
A05C34B59D89N502	0	1
A05C35B49D01N501	1	0
A05C35B50D37N501	1	0
A05C35B76D51N501	1	0
A05C35B78D56N501	1	0
A05C35B95D94N502	1	0
A05C36B27D63N501	1	0
A05C36B72D33N501	1	0
A05C36B92D77N502	1	0
A05C36B94D24N502	0	1
A05C37B04D64N501	1	0
A05C37B04D87N502	1	0
A05C37B26D87N502	1	0
A05C37B65D87N502	1	0
A05C38B39D73N502	1	0
A05C38B59D73N501	1	0
A05C40B05D10N502	1	0
A05C40B31D55N502	1	0
A05C41B22D16N502	1	0
A05C41B38D80N501	1	0
A05C41B55D77N502	1	0
A05C44B50D95N502	1	0
A05C44B94D63N502	1	0
A05C45B59D37N501	1	0
A05C45B80D20N502	1	0
A05C47B22D23N502	1	0
A05C47B33D29N502	0	1
A05C47B58D43N502	1	0
A05C48B79D90N501	1	0
A05C49B63D79N501	0	1
A05C49B74D06N502	1	0
A05C51B28D45N501	1	0
A05C52B93D36N501	1	0
A05C54B04D82N501	1	0
A05C54B39D36N501	1	0
A05C54B49D77N502	1	0
A05C54B76D13N502	1	0
A05C55B29D72N502	0	1
A05C56B41D14N502	1	0
A05C56B41D29N501	1	0
A05C56B66D04N502	1	0
A05C56B67D96N501	1	0
A05C57B46D01N501	1	0
A05C57B52D75N502	1	0
A05C59B13D32N502	0	1
A05C59B83D39N502	1	0
A05C60B45D71N501	1	0
A05C60B94D78N502	1	0
A05C62B57D45N502	0	1
A05C62B78D45N502	0	1
A05C63B95D58N502	1	0
A05C64B50D05N502	1	0
A05C64B67D38N502	1	0
A05C64B72D76N502	0	1
A05C64B86D23N501	0	1
A05C66B05D52N502	0	1
A05C66B12D27N502	1	0
A05C66B74D47N501	1	0
A05C66B78D64N502	1	0
A05C67B28D32N501	1	0
A05C68B65D57N501	1	0
A05C68B84D16N502	1	0
A05C69B24D67N502	1	0
A05C69B28D81N502	1	0
A05C69B30D93N502	1	0
A05C69B32D08N502	1	0
A05C69B57D46N502	1	0
A05C69B89D31N501	1	0
A05C70B25D03N501	1	0
A05C70B56D53N502	1	0
A05C70B64D08N501	0	1
A05C70B91D77N501	1	0
A05C73B43D49N502	1	0
A05C73B49D75N501	1	0
A05C73B82D73N501	1	0
A05C74B28D73N502	1	0
A05C74B53D54N502	1	0
A05C75B18D65N502	1	0
A05C75B38D33N502	1	0
A05C75B74D70N501	1	0
A05C75B85D76N501	1	0
A05C76B02D23N501	1	0
A05C76B21D04N501	2	0
A05C76B60D14N501	1	0
A05C77B76D69N502	1	0
A05C78B24D93N502	1	0
A05C78B32D92N501	1	0
A05C78B33D27N501	0	1
A05C78B77D36N502	0	1
A05C78B79D92N502	1	0
A05C78B80D22N502	1	0
A05C79B15D77N501	0	1
A05C79B52D43N501	1	0
A05C80B16D35N501	1	0
A05C80B23D58N501	1	0
A05C80B72D65N501	1	0
A05C80B88D35N501	1	0
A05C81B16D67N501	1	0
A05C81B48D83N502	1	0
A05C82B36D47N501	1	0
A05C82B37D29N501	2	0
A05C83B21D59N502	1	0
A05C84B32D04N502	1	0
A05C84B74D01N502	1	0
A05C86B27D15N501	1	0
A05C86B82D86N501	1	0
A05C86B96D58N501	1	0
A05C87B94D03N502	1	0
A05C88B54D82N501	1	0
A05C89B42D65N502	2	0
A05C89B75D04N502	1	0
A05C90B37D44N502	1	0
A05C91B23D21N502	1	0
A05C91B27D39N501	1	0
A05C91B43D34N502	1	0
A05C91B49D72N502	1	0
A05C91B51D88N502	1	0
A05C91B91D19N502	1	0
A05C92B15D88N501	1	0
A05C92B50D33N501	1	0
A05C92B82D77N502	1	0
A05C94B37D71N502	1	0
A05C94B83D25N502	1	0
A05C94B89D17N501	1	0
A05C95B09D69N502	1	0
A05C95B12D91N501	1	0
A05C95B58D79N502	1	0
A05C95B87D44N501	1	0
A05C95B91D19N501	1	0
A06C01B15D51N501	1	0
A06C01B92D68N502	1	0
A06C02B39D60N502	1	0
A06C02B40D35P999	1	0
A06C02B60D31N501	1	0
A06C03B33D70N501	1	0
A06C03B72D52N501	1	0
A06C03B81D92N502	1	0
A06C03B96D69N502	1	0
A06C04B04D47N502	0	1
A06C04B36D61N502	1	0
A06C05B49D51N502	0	1
A06C05B54D26N502	1	0
A06C06B05D71N502	1	0
A06C06B10D26N502	0	1
A06C06B31D11N502	1	0
A06C06B58D44N502	1	0
A06C06B79D56N502	1	0
A06C10B25D80N502	1	0
A06C10B35D39N501	1	0
A06C10B66D65N501	1	0
A06C10B92D70N502	1	0
A06C10B95D12N502	1	0
A06C10B96D16N501	1	0
A06C11B04D82N502	1	0
A06C11B48D38N502	1	0
A06C12B08D43N502	1	0
A06C12B10D10N501	1	0
A06C12B30D76N502	0	1
A06C12B61D71N501	1	0
A06C13B17D35N502	1	0
A06C13B39D24N502	1	0
A06C13B94D69N502	1	0
A06C14B11D10N502	1	0
A06C14B26D20N502	1	0
A06C14B38D46N502	0	1
A06C14B80D46N501	1	0
A06C14B81D79N502	1	0
A06C14B87D02N502	1	0
A06C15B15D49N502	1	0
A06C15B23D52N502	1	0
A06C15B89D39N502	1	0
A06C16B21D42N502	1	0
A06C16B54D48N502	1	0
A06C16B59D34N502	1	0
A06C17B58D55N502	1	0
A06C17B95D38N502	1	0
A06C19B30D49N501	1	0
A06C19B34D44N502	1	0
A06C19B48D72N501	1	0
A06C19B49D56N501	1	0
A06C19B62D31N502	1	0
A06C19B73D23N502	1	0
A06C21B22D56N502	0	1
A06C21B82D55N501	1	0
A06C21B95D39N501	1	0
A06C22B15D91N502	1	0
A06C22B17D27N502	1	0
A06C22B19D16N501	1	0
A06C22B87D83N501	1	0
A06C23B20D57N502	1	0
A06C23B34D52N502	1	0
A06C23B91D06N502	1	0
A06C24B17D23N502	1	0
A06C24B33D84N502	1	0
A06C24B43D53N501	1	0
A06C26B06D50N502	0	1
A06C26B31D24N502	1	0
A06C26B39D28N502	1	0
A06C26B41D38N501	1	0
A06C26B47D20N502	1	0
A06C26B65D70N502	1	0
A06C27B06D14N502	1	0
A06C27B11D70N502	0	1
A06C27B62D89N502	1	0
A06C27B64D29N502	1	0
A06C27B84D23N502	1	0
A06C27B88D15N502	1	0
A06C28B56D07N502	1	0
A06C28B89D34N502	1	0
A06C29B70D61N501	1	0
A06C29B85D87N501	1	0
A06C30B09D45N501	1	0
A06C30B16D55N502	0	1
A06C30B18D37N501	1	0
A06C30B29D82N502	1	0
A06C30B74D77N502	2	0
A06C31B06D23N502	1	0
A06C31B07D44N501	0	1
A06C31B16D75N502	1	0
A06C31B20D74N502	1	0
A06C33B43D43N502	0	1
A06C33B57D91N502	1	0
A06C33B58D35N501	1	0
A06C33B78D74N502	1	0
A06C33B91D92N502	1	0
A06C34B05D54N501	1	0
A06C34B17D73N501	1	0
A06C34B17D76N501	1	0
A06C34B50D47N501	1	0
A06C34B53D80N501	1	0
A06C34B66D28N501	1	0
A06C35B32D25N502	1	0
A06C35B43D29P999	1	0
A06C35B55D86N502	1	0
A06C35B61D86N501	1	0
A06C35B80D51N502	1	0
A06C36B14D30N501	0	1
A06C36B27D28N502	1	0
A06C36B66D28N502	1	0
A06C37B01D95N501	1	0
A06C37B02D80N502	1	0
A06C37B13D39N502	0	1
A06C37B61D67N502	1	0
A06C39B67D17N501	1	0
A06C42B19D06N502	1	0
A06C42B47D16N501	1	0
A06C43B84D04N501	1	0
A06C44B18D08N502	1	0
A06C44B76D20N501	1	0
A06C45B09D52N501	1	0
A06C45B36D29N502	1	0
A06C45B86D52N501	1	0
A06C48B13D21N502	1	0
A06C48B22D30N502	1	0
A06C48B58D17N502	0	1
A06C49B20D75N502	1	0
A06C49B37D68N502	0	1
A06C50B01D09N502	1	0
A06C50B33D64N502	1	0
A06C50B86D73N502	1	0
A06C50B94D59N502	1	0
A06C52B84D39N502	1	0
A06C53B15D67N502	1	0
A06C53B43D61N501	1	0
A06C53B58D52N501	1	0
A06C53B76D15N501	1	0
A06C54B03D28N501	1	0
A06C54B07D79N501	1	0
A06C54B46D59N502	1	0
A06C54B50D44N501	1	0
A06C54B83D79N501	1	0
A06C54B93D77N501	1	0
A06C54B96D78N502	1	0
A06C55B37D96N501	1	0
A06C55B42D62N502	1	0
A06C59B49D35N502	1	0
A06C59B64D87N501	1	0
A06C59B90D24N501	1	0
A06C61B26D23N501	1	0
A06C61B29D86N501	1	0
A06C61B59D79N502	1	0
A06C62B20D63N502	1	0
A06C62B43D10N502	1	0
A06C64B42D86N502	1	0
A06C65B26D25N502	1	0
A06C65B36D08N501	1	0
A06C65B51D88N502	0	1
A06C65B62D56N502	1	0
A06C65B85D79N501	1	0
A06C66B01D42N502	1	0
A06C67B12D35N502	1	0
A06C68B18D27N502	1	0
A06C68B28D84N502	1	0
A06C68B33D63N501	1	0
A06C68B42D09N502	1	0
A06C68B54D52P999	1	0
A06C68B74D69N501	1	0
A06C68B87D91N502	1	0
A06C69B02D42P999	1	0
A06C70B07D70N501	0	1
A06C70B26D79N502	1	0
A06C70B82D15N501	1	0
A06C71B10D51N502	0	1
A06C71B87D77N502	0	1
A06C73B04D21N502	0	1
A06C73B30D83N502	1	0
A06C74B78D35N502	1	0
A06C74B94D85N502	1	0
A06C75B18D64N502	1	0
A06C75B61D76N502	1	0
A06C76B26D10N502	1	0
A06C76B52D37N501	1	0
A06C77B23D52N502	1	0
A06C77B35D83N502	1	0
A06C77B57D54N502	1	0
A06C77B57D60N502	0	1
A06C78B55D82N502	1	0
A06C80B11D31N502	1	0
A06C80B25D61N501	1	0
A06C80B26D77N501	1	0
A06C80B32D18N501	1	0
A06C82B11D10N502	1	0
A06C82B80D14N502	1	0
A06C82B83D17N502	1	0
A06C82B96D46N501	1	0
A06C84B87D42N501	1	0
A06C84B91D26N502	1	0
A06C85B17D08P999	1	0
A06C85B28D35N501	1	0
A06C85B50D15N501	0	1
A06C85B65D60N502	1	0
A06C86B28D68N502	1	0
A06C86B28D81N501	1	0
A06C86B56D81N501	0	1
A06C86B66D74N501	1	0
A06C86B80D52N501	1	0
A06C89B17D63N502	1	0
A06C90B55D42N502	1	0
A06C91B11D63N502	1	0
A06C91B27D80N501	1	0
A06C91B44D46N502	1	0
A06C91B67D94N502	1	0
A06C91B69D09N502	1	0
A06C92B38D80N502	1	0
A06C92B83D21N501	1	0
A06C93B20D63P999	1	0
A06C94B61D02N501	1	0
A06C95B25D51N502	1	0
A06C95B39D23N502	1	0
A06C95B85D28N501	0	1
A06C96B27D16N502	1	0
A06C96B61D77N502	1	0
A07C01B12D09N502	1	0
A07C01B13D52N502	1	0
A07C01B58D85N502	1	0
A07C02B04D64N502	1	0
A07C02B21D27N502	1	0
A07C02B48D74N502	1	0
A07C02B66D02N501	1	0
A07C02B70D33N502	0	1
A07C02B92D09N502	1	0
A07C03B15D27N502	1	0
A07C03B39D75N502	1	0
A07C03B51D39N502	1	0
A07C03B66D81N502	1	0
A07C05B04D78N502	1	0
A07C05B65D66N502	1	0
A07C06B37D61N502	1	0
A07C07B31D59N501	1	0
A07C07B39D78N502	1	0
A07C07B54D66N501	1	0
A07C09B94D43N501	1	0
A07C10B39D57N502	1	0
A07C10B83D43N502	1	0
A07C10B87D95N502	1	0
A07C10B91D25N501	1	0
A07C10B96D37N501	1	0
A07C11B04D04N501	0	1
A07C11B05D43N501	1	0
A07C11B23D71N502	1	0
A07C11B26D01N501	1	0
A07C11B30D90N502	1	0
A07C11B72D03N502	1	0
A07C11B95D81N501	1	0
A07C12B57D66N502	1	0
A07C13B25D53N502	1	0
A07C13B61D72N501	1	0
A07C13B72D65N502	1	0
A07C14B84D14N502	1	0
A07C16B53D69N502	1	0
A07C17B10D60N501	1	0
A07C17B27D86N501	1	0
A07C17B48D82N502	1	0
A07C18B41D70N502	1	0
A07C19B01D11N502	1	0
A07C19B35D06N502	0	1
A07C19B51D94N502	1	0
A07C19B57D83N501	1	0
A07C19B58D16N501	1	0
A07C19B86D39N502	1	0
A07C20B09D76N501	1	0
A07C20B27D82N501	1	0
A07C21B10D49N502	0	1
A07C21B79D46N501	1	0
A07C22B01D17N502	1	0
A07C22B15D16N502	1	0
A07C22B17D28N501	0	1
A07C22B21D02N501	1	0
A07C22B22D76N501	1	0
A07C22B30D16N502	1	0
A07C22B35D31N501	1	0
A07C22B58D12N501	1	0
A07C22B79D16N502	1	0
A07C22B81D94N501	1	0
A07C22B94D08N502	1	0
A07C23B05D74N502	1	0
A07C23B27D84N502	1	0
A07C24B01D34N501	1	0
A07C24B38D57N502	1	0
A07C24B52D02N502	1	0
A07C24B70D71N502	1	0
A07C26B24D18N502	1	0
A07C26B68D60N502	1	0
A07C27B49D03N502	1	0
A07C28B10D46N502	1	0
A07C28B23D94N502	1	0
A07C29B11D96N501	1	0
A07C29B17D60N501	1	0
A07C29B57D21N501	1	0
A07C29B59D66N501	1	0
A07C30B32D69N502	1	0
A07C30B34D55N502	0	1
A07C30B74D73N502	1	0
A07C30B94D09N502	1	0
A07C31B10D68N502	1	0
A07C31B13D61N502	1	0
A07C31B28D50N502	1	0
A07C31B30D06N502	1	0
A07C31B48D24N502	1	0
A07C31B56D34N502	1	0
A07C31B63D74N502	1	0
A07C31B67D90N502	1	0
A07C34B96D40N501	1	0
A07C35B40D12N502	1	0
A07C35B48D55N501	1	0
A07C36B61D49N502	1	0
A07C37B07D07N502	1	0
A07C37B19D16N502	1	0
A07C37B27D56N502	1	0
A07C37B60D19N502	1	0
A07C38B59D21N502	1	0
A07C39B26D39N502	1	0
A07C39B34D31N502	1	0
A07C40B45D25N501	1	0
A07C40B46D85N502	1	0
A07C41B74D69N502	1	0
A07C42B72D52N501	1	0
A07C42B73D42N501	1	0
A07C43B36D53N502	1	0
A07C43B92D72N501	0	1
A07C44B08D83N501	1	0
A07C44B34D61N502	1	0
A07C44B65D76N502	1	0
A07C45B22D18N501	0	1
A07C45B41D63N502	0	1
A07C45B47D72N501	1	0
A07C46B68D58N502	0	1
A07C47B41D28N502	1	0
A07C49B16D06N502	1	0
A07C49B34D68N502	1	0
A07C50B65D40N501	1	0
A07C50B68D79N502	1	0
A07C50B87D29N501	1	0
A07C51B39D48N502	1	0
A07C52B48D85N501	1	0
A07C53B18D96N501	1	0
A07C54B52D34N502	1	0
A07C55B09D23N502	1	0
A07C55B40D81N501	1	0
A07C55B74D36N502	1	0
A07C55B79D64N502	1	0
A07C55B87D50N501	1	0
A07C56B54D55N502	1	0
A07C56B56D09N502	1	0
A07C56B59D73N502	1	0
A07C58B34D01N501	1	0
A07C59B05D94N502	0	1
A07C59B20D63N502	1	0
A07C59B52D78N502	1	0
A07C59B57D75N502	1	0
A07C61B59D89N502	1	0
A07C61B66D03N501	1	0
A07C61B69D68N502	0	1
A07C61B83D22N501	1	0
A07C62B04D35N502	1	0
A07C62B08D10N501	1	0
A07C62B32D50N502	1	0
A07C62B42D89N502	1	0
A07C62B54D21N502	1	0
A07C63B47D93N502	1	0
A07C64B16D66N502	1	0
A07C64B34D94N501	1	0
A07C64B54D43N501	1	0
A07C64B83D84N502	1	0
A07C64B88D48N502	1	0
A07C64B92D54N502	1	0
A07C67B21D33N502	1	0
A07C68B12D08N502	1	0
A07C68B75D15N501	1	0
A07C68B89D93N502	1	0
A07C69B20D61N502	1	0
A07C69B48D67N502	1	0
A07C69B49D28N502	1	0
A07C69B60D90N501	1	0
A07C70B22D24N502	1	0
A07C70B55D63N502	1	0
A07C70B71D23N501	1	0
A07C70B82D54N502	1	0
A07C71B39D55N501	1	0
A07C73B49D42N502	1	0
A07C73B51D17N502	1	0
A07C73B88D89N501	1	0
A07C74B06D21N502	1	0
A07C74B23D20N502	1	0
A07C74B88D48N502	1	0
A07C75B24D82N501	1	0
A07C75B41D83N502	1	0
A07C75B68D81N502	1	0
A07C76B05D96N501	1	0
A07C76B72D65N501	1	0
A07C76B94D60N502	1	0
A07C77B11D90N502	1	0
A07C77B38D18N502	0	1
A07C77B57D03N502	1	0
A07C78B06D69N502	1	0
A07C78B15D29N501	1	0
A07C80B08D17N501	1	0
A07C80B09D43N501	1	0
A07C80B45D64N502	1	0
A07C80B57D32N502	1	0
A07C81B64D02N502	1	0
A07C81B96D58N501	1	0
A07C82B02D15N501	1	0
A07C82B71D84N501	1	0
A07C84B71D05N502	0	1
A07C85B29D28N501	1	0
A07C85B53D43N502	0	1
A07C85B70D84N501	1	0
A07C85B75D53N502	1	0
A07C86B07D89N502	1	0
A07C86B16D14N502	0	1
A07C86B64D71N502	1	0
A07C88B88D40N502	1	0
A07C90B36D10N502	1	0
A07C91B14D25N502	1	0
A07C92B01D13N501	1	0
A07C92B61D91N501	1	0
A07C93B49D31N502	1	0
A07C94B63D29N502	0	1
A07C94B79D07N502	1	0
A07C94B83D46N502	1	0
A07C96B33D05N502	1	0
A08C01B84D64N501	0	1
A08C01B88D48N502	1	0
A08C02B20D15N501	1	0
A08C02B85D62N502	1	0
A08C04B87D74N502	1	0
A08C05B22D75N502	1	0
A08C06B96D01N502	1	0
A08C10B23D61N501	1	0
A08C10B23D75N501	1	0
A08C10B32D03N502	1	0
A08C10B38D69N502	1	0
A08C10B72D67N501	0	1
A08C10B96D65N502	1	0
A08C11B58D52N502	1	0
A08C11B65D78N502	1	0
A08C11B75D42N502	1	0
A08C11B81D23N502	0	1
A08C12B31D46N501	1	0
A08C12B48D41N502	1	0
A08C13B15D62N502	0	1
A08C13B18D03N501	1	1
A08C13B75D38N501	1	0
A08C13B93D39N501	1	0
A08C13B94D67N502	1	0
A08C15B37D90N502	1	0
A08C16B34D63N502	1	0
A08C16B79D66N501	1	0
A08C16B93D70N502	1	0
A08C17B37D68N502	1	0
A08C17B42D66N502	1	0
A08C17B83D34N502	1	0
A08C17B88D66N502	1	0
A08C18B93D51N502	1	0
A08C18B95D07N502	0	1
A08C19B07D45N502	1	0
A08C19B09D05N502	1	0
A08C19B14D65N502	1	0
A08C19B28D42N502	1	0
A08C19B52D49N502	1	0
A08C20B20D58N501	1	0
A08C20B37D22N502	1	0
A08C20B46D44N502	1	0
A08C20B77D86N501	1	0
A08C20B79D78N501	1	0
A08C21B11D27N502	1	0
A08C21B45D86N501	1	0
A08C21B49D68N502	1	0
A08C21B60D16N502	1	0
A08C21B66D08N502	1	0
A08C21B72D54N501	1	0
A08C22B38D15N501	1	0
A08C22B38D47N502	1	0
A08C22B46D33N502	1	0
A08C22B49D22N501	1	0
A08C22B64D92N501	1	0
A08C22B77D17N502	1	0
A08C24B32D88N502	1	0
A08C24B86D67N502	1	0
A08C25B10D54N502	1	0
A08C25B57D23N502	0	1
A08C25B94D04N502	1	0
A08C26B26D36N501	1	0
A08C26B51D42N502	1	0
A08C26B67D33N501	1	0
A08C26B70D55N501	1	0
A08C26B94D22N502	1	0
A08C26B95D08N501	1	0
A08C27B10D11N502	1	0
A08C27B13D11N502	0	1
A08C27B49D93N501	1	0
A08C27B57D03N502	0	1
A08C27B77D77N501	1	0
A08C27B89D65N502	1	0
A08C27B95D38N502	1	0
A08C28B06D19N502	1	0
A08C28B85D64N502	0	1
A08C29B24D40N501	0	1
A08C29B26D71N502	1	0
A08C29B50D43N501	1	0
A08C29B50D67N501	1	0
A08C30B45D72N502	1	0
A08C31B07D93N502	1	0
A08C31B15D14N502	1	0
A08C31B48D88N502	1	0
A08C31B50D75P999	1	0
A08C31B59D34N501	1	0
A08C33B32D61N502	1	0
A08C33B33D64N501	1	0
A08C33B50D22N502	1	0
A08C33B57D52N502	1	0
A08C34B62D95N502	1	0
A08C34B67D67N502	0	1
A08C34B86D28N502	1	0
A08C35B29D82N501	1	0
A08C35B41D53N501	1	0
A08C35B47D03N501	1	0
A08C35B48D86N501	1	0
A08C35B69D92N502	1	0
A08C36B87D63N502	1	0
A08C37B07D42N501	1	0
A08C37B13D24N502	0	1
A08C37B28D79N502	1	0
A08C37B29D17N502	1	0
A08C37B39D04N502	0	1
A08C37B52D86N502	1	0
A08C37B92D62N502	1	0
A08C38B41D21N501	1	0
A08C38B69D73N502	1	0
A08C38B94D04N502	1	0
A08C39B35D53N501	1	0
A08C39B48D60N502	1	0
A08C40B67D08N501	1	0
A08C41B31D63N501	1	0
A08C43B30D94N501	1	0
A08C43B66D59N501	1	0
A08C43B85D25N501	1	0
A08C44B47D29N502	1	0
A08C44B78D94N502	1	0
A08C45B09D56N501	2	0
A08C45B12D45N501	1	0
A08C45B12D53N501	2	0
A08C45B63D58N502	0	1
A08C45B65D37N501	1	0
A08C45B86D42N501	1	0
A08C47B34D72N501	1	0
A08C47B64D49N502	0	1
A08C47B93D79N501	1	0
A08C48B93D88N502	1	0
A08C49B02D48N502	1	0
A08C49B16D44N502	1	0
A08C49B68D78N502	1	0
A08C50B37D67N502	1	0
A08C50B41D32N502	1	0
A08C50B53D38N502	1	0
A08C50B60D84N502	1	0
A08C50B66D21N502	0	1
A08C50B68D34N501	1	0
A08C51B15D89N502	1	0
A08C51B36D16N501	0	1
A08C51B80D81N502	1	0
A08C51B93D43N501	1	0
A08C51B93D61N501	1	0
A08C52B42D58N501	1	0
A08C52B59D32N501	1	0
A08C53B20D54N502	0	1
A08C53B22D04N501	1	0
A08C53B55D87N501	1	0
A08C54B10D96N501	1	0
A08C54B16D43N502	1	0
A08C54B22D13N501	1	0
A08C54B45D71N501	1	0
A08C54B96D89N501	1	0
A08C55B40D64N502	1	0
A08C55B84D63N502	1	0
A08C55B93D38N501	1	0
A08C56B41D36N502	1	0
A08C56B62D42N501	1	0
A08C57B23D49N502	1	0
A08C57B37D47N502	1	0
A08C57B40D14N502	1	0
A08C57B58D17N502	1	0
A08C57B75D44N502	1	0
A08C59B05D23N502	1	0
A08C59B46D21N501	1	0
A08C59B94D81N502	1	0
A08C60B38D08N501	1	0
A08C60B51D96N502	1	0
A08C60B52D48N501	1	0
A08C60B67D77N502	1	0
A08C61B04D43N501	1	0
A08C62B33D19N502	1	0
A08C62B37D73N502	1	0
A08C62B59D69N501	1	0
A08C62B63D69N502	1	0
A08C62B79D68N501	1	0
A08C63B89D55N502	0	1
A08C64B13D60N502	1	0
A08C64B38D79N501	1	0
A08C64B55D64N502	1	0
A08C65B25D90N502	1	0
A08C65B37D84N501	1	0
A08C66B27D03N502	1	0
A08C66B51D16N502	1	0
A08C67B06D23N502	1	0
A08C67B12D04N502	1	0
A08C67B34D93N502	1	0
A08C67B47D13N502	0	1
A08C67B48D49N502	1	0
A08C67B66D22N502	0	1
